group,year,gini,theil
1602,7,0.267430353,0.116147616
1602,8,0.250610162,0.103584284
1602,9,0.243515757,0.103551423
1602,10,0.26630146,0.112174676
1603,1,0,0
1603,2,0,0
1603,3,0,0
1603,4,0,0
1603,5,0,0
1603,6,0.235845668,0.094371647
1603,7,0.238448171,0.094303439
1603,8,0.228176036,0.079942161
1603,9,0.227021255,0.08481815
1603,10,0.249593896,0.103334114
1604,1,0,0
1604,2,0,0
1604,3,0,0
1604,4,0,0
1604,5,0,0
1604,6,0.277687377,0.123901254
1604,7,0.293509976,0.138719884
1604,8,0.26918289,0.114325497
1604,9,0.296371365,0.142772357
1604,10,0.293806387,0.13874995
1605,1,0,0
1605,2,0,0
1605,3,0,0
1605,4,0,0
1605,5,0,0
1605,6,0.28361189,0.130678009
1605,7,0.283230299,0.132022282
1605,8,0.264469623,0.110737974
1605,9,0.293818991,0.137364037
1605,10,0.298209486,0.140851811
1606,1,0,0
1606,2,0,0
1606,3,0,0
1606,4,0,0
1606,5,0,0
1606,6,0.256920736,0.100441419
1606,7,0.277078051,0.107697453
1606,8,0.321313046,0.141120495
1606,9,0.378016806,0.189550124
1606,10,0.23345997,0.072826854
1607,1,0,0
1607,2,0,0
1607,3,0,0
1607,4,0,0
1607,5,0,0
1607,6,0,0
1607,7,0,0
1607,8,0,0
1607,9,0.550037596,0.16000659
1607,10,0.200168598,0.031493085
1701,1,0.197769164,0.057605021
1701,2,0.213270624,0.0673639
1701,3,0.252692118,0.13359511
1701,4,0.255325076,0.104358852
1701,5,0.291415357,0.143067497
1701,6,0,0
1701,7,0,0
1701,8,0,0
1701,9,0,0
1701,10,0,0
1702,1,0.219812559,0.076639603
1702,2,0.205922903,0.069901404
1702,3,0.225809401,0.082292068
1702,4,0.251889382,0.104452597
1702,5,0.27855876,0.165836255
1702,6,0,0
1702,7,0,0
1702,8,0,0
1702,9,0,0
1702,10,0,0
1703,1,0.181644145,0.053350713
1703,2,0.170882997,0.043247848
1703,3,0.189444263,0.055003573
1703,4,0.190862622,0.063273109
1703,5,0.214635563,0.070556424
1703,6,0,0
1703,7,0,0
1703,8,0,0
1703,9,0,0
1703,10,0,0
1704,1,0.21452773,0.071424366
1704,2,0.223409599,0.078515833
1704,3,0.248742357,0.100156665
1704,4,0.239607086,0.088159721
1704,5,0.255451763,0.105013209
1704,6,0,0
1704,7,0,0
1704,8,0,0
1704,9,0,0
1704,10,0,0
1705,1,0.228456933,0.085910557
1705,2,0.232295559,0.087173425
1705,3,0.238765373,0.09270468
1705,4,0.270640558,0.132456076
1705,5,0.259182635,0.112756082
1705,6,0,0
1705,7,0,0
1705,8,0,0
1705,9,0,0
1705,10,0,0
1706,1,0.210388201,0.065428529
1706,2,0.222304183,0.072561535
1706,3,0.195778242,0.055475211
1706,4,0.232101049,0.077948248
1706,5,0.201797879,0.058727752
1706,6,0,0
1706,7,0,0
1706,8,0,0
1706,9,0,0
1706,10,0,0
1707,1,0,0
1707,2,0,0
1707,3,0,0
1707,4,0,0
1707,5,0,0
1707,6,0,0
1707,7,0,0
1707,8,0,0
1707,9,0,0
1707,10,0,0
1801,1,0.219286981,0.069633013
1801,2,0.267023597,0.126239954
1801,3,0.307260427,0.173652492
1801,4,0.312441911,0.145257376
1801,5,0.326364469,0.157890341
1801,6,0,0
1801,7,0,0
1801,8,0,0
1801,9,0,0
1801,10,0,0
1802,1,0.241305374,0.093715473
1802,2,0.262530971,0.120224595
1802,3,0.236494573,0.098035041
1802,4,0.225514447,0.081785738
1802,5,0.254429652,0.11923286
1802,6,0,0
1802,7,0,0
1802,8,0,0
1802,9,0,0
1802,10,0,0
1803,1,0.172817022,0.048556988
1803,2,0.209753584,0.071700532
1803,3,0.226736919,0.085091925
1803,4,0.307094279,0.171179319
1803,5,0.276417132,0.141263601
1803,6,0,0
1803,7,0,0
1803,8,0,0
1803,9,0,0
1803,10,0,0
1804,1,0.231251078,0.081682705
1804,2,0.284136619,0.123698606
1804,3,0.278744651,0.123472299
1804,4,0.270246831,0.117051438
1804,5,0.283235828,0.126693122
1804,6,0,0
1804,7,0,0
1804,8,0,0
1804,9,0,0
1804,10,0,0
1805,1,0.260686076,0.104763338
1805,2,0.297062011,0.139007658
1805,3,0.28120319,0.120635329
1805,4,0.263765653,0.110415256
1805,5,0.243629233,0.094213212
1805,6,0,0
1805,7,0,0
1805,8,0,0
1805,9,0,0
1805,10,0,0
1806,1,0.240424314,0.080017633
1806,2,0.292728058,0.115507523
1806,3,0.269862519,0.097377521
1806,4,0.250343177,0.08622456
1806,5,0.224849991,0.055501106
1806,6,0,0
1806,7,0,0
1806,8,0,0
1806,9,0,0
1806,10,0,0
1807,1,0,0
1807,2,0,0
1807,3,0,0
1807,4,0,0
1807,5,0,0
1807,6,0,0
1807,7,0,0
1807,8,0,0
1807,9,0,0
1807,10,0,0
